sentence,doc_id
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Kevin<span style=""background-color: hsl(25, 100%, 80%);"">]</b> says <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is on <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>his<span style=""background-color: hsl(25, 100%, 80%);"">]</b> way and should be there in minutes",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Kevin<span style=""background-color: hsl(25, 100%, 80%);"">]</b> tells <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Demi<span style=""background-color: hsl(0, 100%, 80%);"">]</b> not to panic and to make sure <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>she<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is careful until <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> arrives",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Demi<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is in an office building and assumes <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>she<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is reasonably safe",doc_8676
"Little does <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Demi<span style=""background-color: hsl(0, 100%, 80%);"">]</b> know that Ruben has tapped <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>her<span style=""background-color: hsl(0, 100%, 80%);"">]</b> phone and is listening in to the whole conversation",doc_8676
"<h1>doc_7596</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span><b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(25, 100%, 80%);"">]</b> and Victoria<span style=""background-color: hsl(0, 100%, 80%);"">]</b> are enjoying a drink together at <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the bar of a ski lodge<span style=""background-color: hsl(50, 100%, 80%);"">]</b> while <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>they<span style=""background-color: hsl(0, 100%, 80%);"">]</b> wait for <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>their<span style=""background-color: hsl(0, 100%, 80%);"">]</b> friends to finish skiing",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(25, 100%, 80%);"">]</b> hears a loud car engine outside that <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> thinks <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> recognizes so <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> gets up and makes <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>his<span style=""background-color: hsl(25, 100%, 80%);"">]</b> way to <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the door<span style=""background-color: hsl(75, 100%, 80%);"">]</b>",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(25, 100%, 80%);"">]</b> walks to <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the door<span style=""background-color: hsl(75, 100%, 80%);"">]</b> and looks outside",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>He<span style=""background-color: hsl(25, 100%, 80%);"">]</b> sees <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>Jeff 's bright red car<span style=""background-color: hsl(100, 100%, 80%);"">]</b> right in front of <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the bar<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(25, 100%, 80%);"">]</b> watches sadly <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>the car<span style=""background-color: hsl(100, 100%, 80%);"">]</b> as <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>it<span style=""background-color: hsl(100, 100%, 80%);"">]</b> drives by , ditching <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>him<span style=""background-color: hsl(25, 100%, 80%);"">]</b> at <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the ski lodge bar<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_8676
"<h1>doc_4533</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span><b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jeff<span style=""background-color: hsl(25, 100%, 80%);"">]</b> and John<span style=""background-color: hsl(0, 100%, 80%);"">]</b> were going to <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>Millionaire Lebowski 's<span style=""background-color: hsl(75, 100%, 80%);"">]</b> house<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>They<span style=""background-color: hsl(0, 100%, 80%);"">]</b> were going to tell <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the old man<span style=""background-color: hsl(75, 100%, 80%);"">]</b> that <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>his<span style=""background-color: hsl(75, 100%, 80%);"">]</b> wife<span style=""background-color: hsl(100, 100%, 80%);"">]</b> had n't been kidnapped",doc_8676
"And that it was all a setup for <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>him<span style=""background-color: hsl(75, 100%, 80%);"">]</b> to pay the ransom and <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>his<span style=""background-color: hsl(75, 100%, 80%);"">]</b> wife<span style=""background-color: hsl(100, 100%, 80%);"">]</b> to keep the money",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jeff<span style=""background-color: hsl(25, 100%, 80%);"">]</b> was eager to tell <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the old man<span style=""background-color: hsl(75, 100%, 80%);"">]</b> to end this story once and for all",doc_8676
"Arriving at <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the old man 's<span style=""background-color: hsl(75, 100%, 80%);"">]</b> mansion<span style=""background-color: hsl(50, 100%, 80%);"">]</b> , <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>they<span style=""background-color: hsl(0, 100%, 80%);"">]</b> found a car about to enter a fountain",doc_8676
Something had happened,doc_8676
"<h1>doc_5649</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Lee<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is an important witness in a big case , being escorted by police and questioned by reporters",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Al<span style=""background-color: hsl(25, 100%, 80%);"">]</b> walks near the guarded courtroom , hoping to get more news",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Al<span style=""background-color: hsl(25, 100%, 80%);"">]</b> goes home and tells a friend what <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> was able to learn from a guard",doc_8676
"Since <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Lee<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is busy , <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> ca n't go fishing today",doc_8676
"Richard takes careful notes on what <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Lee<span style=""background-color: hsl(0, 100%, 80%);"">]</b> has to say",doc_8676
"<h1>doc_5262</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Matt<span style=""background-color: hsl(0, 100%, 80%);"">]</b> explained <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the woman<span style=""background-color: hsl(25, 100%, 80%);"">]</b> the situation",doc_8676
"It was a complicated story , but <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>she<span style=""background-color: hsl(25, 100%, 80%);"">]</b> listened to every single word <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> said",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> peeked at a family photograph that was standing on the table",doc_8676
"Two parents and <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>a little girl<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> could n't believe how much <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the little girl<span style=""background-color: hsl(50, 100%, 80%);"">]</b> has grown in the last years",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>She<span style=""background-color: hsl(25, 100%, 80%);"">]</b> listened to <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>him<span style=""background-color: hsl(0, 100%, 80%);"">]</b> , but the information was too much to digest",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>She<span style=""background-color: hsl(25, 100%, 80%);"">]</b> needed time to understand <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>her<span style=""background-color: hsl(25, 100%, 80%);"">]</b> feelings",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Matt<span style=""background-color: hsl(0, 100%, 80%);"">]</b> understood",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> could n't blame <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>her<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> left the house and walked out in the frozen city",doc_8676
"Time , <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> thought",doc_8676
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>She<span style=""background-color: hsl(25, 100%, 80%);"">]</b> just needs time",doc_8676
"<h1>doc_8676</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was unable to pay <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>his<span style=""background-color: hsl(0, 100%, 80%);"">]</b> hospital bill",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> decided to sneak out",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> walked down the hallway",doc_8676
"No one noticed <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was wearing pants",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> made it out of <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the building<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was happy to get out of <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the hospital<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> had forgotten <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>his<span style=""background-color: hsl(0, 100%, 80%);"">]</b> shoes",doc_8676
The side walk was very hot,doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> made the best of a bad situation and started walking",doc_8676
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was not going to pay <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the hospital<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_8676
"<h1>doc_12679</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Barry<span style=""background-color: hsl(0, 100%, 80%);"">]</b> looked out in the rain at the situation",doc_1374
"Tom asked that <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Barry<span style=""background-color: hsl(0, 100%, 80%);"">]</b> stay back to avoid getting shot",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>The family in the building<span style=""background-color: hsl(25, 100%, 80%);"">]</b> were aghast at <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the man that was shot<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_1374
"<b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>A small girl<span style=""background-color: hsl(75, 100%, 80%);"">]</b> was very concerned that <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>she<span style=""background-color: hsl(75, 100%, 80%);"">]</b> would n't see <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>her<span style=""background-color: hsl(75, 100%, 80%);"">]</b> family<span style=""background-color: hsl(25, 100%, 80%);"">]</b> again",doc_1374
"Unfortunately <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>Vin<span style=""background-color: hsl(50, 100%, 80%);"">]</b> was bleeding and would n't have much longer to live",doc_1374
"<h1>doc_10650</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Demi<span style=""background-color: hsl(0, 100%, 80%);"">]</b> calls <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Kevin<span style=""background-color: hsl(25, 100%, 80%);"">]</b> to find out where <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is and when <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>she<span style=""background-color: hsl(0, 100%, 80%);"">]</b> can expect <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>him<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Kevin<span style=""background-color: hsl(25, 100%, 80%);"">]</b> says <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> is on <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>his<span style=""background-color: hsl(25, 100%, 80%);"">]</b> way and should be there in minutes",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Kevin<span style=""background-color: hsl(25, 100%, 80%);"">]</b> tells <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Demi<span style=""background-color: hsl(0, 100%, 80%);"">]</b> not to panic and to make sure <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>she<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is careful until <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> arrives",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Demi<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is in an office building and assumes <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>she<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is reasonably safe",doc_1374
"Little does <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Demi<span style=""background-color: hsl(0, 100%, 80%);"">]</b> know that Ruben has tapped <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>her<span style=""background-color: hsl(0, 100%, 80%);"">]</b> phone and is listening in to the whole conversation",doc_1374
"<h1>doc_7596</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span><b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(25, 100%, 80%);"">]</b> and Victoria<span style=""background-color: hsl(0, 100%, 80%);"">]</b> are enjoying a drink together at <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the bar of a ski lodge<span style=""background-color: hsl(50, 100%, 80%);"">]</b> while <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>they<span style=""background-color: hsl(0, 100%, 80%);"">]</b> wait for <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>their<span style=""background-color: hsl(0, 100%, 80%);"">]</b> friends to finish skiing",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(25, 100%, 80%);"">]</b> hears a loud car engine outside that <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> thinks <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> recognizes so <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> gets up and makes <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>his<span style=""background-color: hsl(25, 100%, 80%);"">]</b> way to <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the door<span style=""background-color: hsl(75, 100%, 80%);"">]</b>",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(25, 100%, 80%);"">]</b> walks to <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the door<span style=""background-color: hsl(75, 100%, 80%);"">]</b> and looks outside",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>He<span style=""background-color: hsl(25, 100%, 80%);"">]</b> sees <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>Jeff 's bright red car<span style=""background-color: hsl(100, 100%, 80%);"">]</b> right in front of <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the bar<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(25, 100%, 80%);"">]</b> watches sadly <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>the car<span style=""background-color: hsl(100, 100%, 80%);"">]</b> as <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span>it<span style=""background-color: hsl(100, 100%, 80%);"">]</b> drives by , ditching <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>him<span style=""background-color: hsl(25, 100%, 80%);"">]</b> at <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the ski lodge bar<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_1374
"<h1>doc_4533</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span><b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jeff<span style=""background-color: hsl(25, 100%, 80%);"">]</b> and John<span style=""background-color: hsl(0, 100%, 80%);"">]</b> were going to <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>Millionaire Lebowski 's<span style=""background-color: hsl(75, 100%, 80%);"">]</b> house<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>They<span style=""background-color: hsl(0, 100%, 80%);"">]</b> were going to tell <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the old man<span style=""background-color: hsl(75, 100%, 80%);"">]</b> that <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>his<span style=""background-color: hsl(75, 100%, 80%);"">]</b> wife<span style=""background-color: hsl(100, 100%, 80%);"">]</b> had n't been kidnapped",doc_1374
"And that it was all a setup for <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>him<span style=""background-color: hsl(75, 100%, 80%);"">]</b> to pay the ransom and <b><span style=""background-color: hsl(100, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>his<span style=""background-color: hsl(75, 100%, 80%);"">]</b> wife<span style=""background-color: hsl(100, 100%, 80%);"">]</b> to keep the money",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Jeff<span style=""background-color: hsl(25, 100%, 80%);"">]</b> was eager to tell <b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the old man<span style=""background-color: hsl(75, 100%, 80%);"">]</b> to end this story once and for all",doc_1374
"Arriving at <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span><b><span style=""background-color: hsl(75, 100%, 80%);"">[</span>the old man 's<span style=""background-color: hsl(75, 100%, 80%);"">]</b> mansion<span style=""background-color: hsl(50, 100%, 80%);"">]</b> , <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>they<span style=""background-color: hsl(0, 100%, 80%);"">]</b> found a car about to enter a fountain",doc_1374
Something had happened,doc_1374
"<h1>doc_5649</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Lee<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is an important witness in a big case , being escorted by police and questioned by reporters",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Al<span style=""background-color: hsl(25, 100%, 80%);"">]</b> walks near the guarded courtroom , hoping to get more news",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>Al<span style=""background-color: hsl(25, 100%, 80%);"">]</b> goes home and tells a friend what <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>he<span style=""background-color: hsl(25, 100%, 80%);"">]</b> was able to learn from a guard",doc_1374
"Since <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Lee<span style=""background-color: hsl(0, 100%, 80%);"">]</b> is busy , <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> ca n't go fishing today",doc_1374
"Richard takes careful notes on what <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Lee<span style=""background-color: hsl(0, 100%, 80%);"">]</b> has to say",doc_1374
"<h1>doc_5262</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Matt<span style=""background-color: hsl(0, 100%, 80%);"">]</b> explained <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the woman<span style=""background-color: hsl(25, 100%, 80%);"">]</b> the situation",doc_1374
"It was a complicated story , but <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>she<span style=""background-color: hsl(25, 100%, 80%);"">]</b> listened to every single word <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> said",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> peeked at a family photograph that was standing on the table",doc_1374
"Two parents and <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>a little girl<span style=""background-color: hsl(50, 100%, 80%);"">]</b>",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> could n't believe how much <b><span style=""background-color: hsl(50, 100%, 80%);"">[</span>the little girl<span style=""background-color: hsl(50, 100%, 80%);"">]</b> has grown in the last years",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>She<span style=""background-color: hsl(25, 100%, 80%);"">]</b> listened to <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>him<span style=""background-color: hsl(0, 100%, 80%);"">]</b> , but the information was too much to digest",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>She<span style=""background-color: hsl(25, 100%, 80%);"">]</b> needed time to understand <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>her<span style=""background-color: hsl(25, 100%, 80%);"">]</b> feelings",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Matt<span style=""background-color: hsl(0, 100%, 80%);"">]</b> understood",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> could n't blame <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>her<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>He<span style=""background-color: hsl(0, 100%, 80%);"">]</b> left the house and walked out in the frozen city",doc_1374
"Time , <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>he<span style=""background-color: hsl(0, 100%, 80%);"">]</b> thought",doc_1374
"<b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>She<span style=""background-color: hsl(25, 100%, 80%);"">]</b> just needs time",doc_1374
"<h1>doc_8676</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was unable to pay <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>his<span style=""background-color: hsl(0, 100%, 80%);"">]</b> hospital bill",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> decided to sneak out",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> walked down the hallway",doc_1374
"No one noticed <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was wearing pants",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> made it out of <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the building<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was happy to get out of <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the hospital<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> had forgotten <b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>his<span style=""background-color: hsl(0, 100%, 80%);"">]</b> shoes",doc_1374
The side walk was very hot,doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> made the best of a bad situation and started walking",doc_1374
"<b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Jim<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was not going to pay <b><span style=""background-color: hsl(25, 100%, 80%);"">[</span>the hospital<span style=""background-color: hsl(25, 100%, 80%);"">]</b>",doc_1374
"<h1>doc_1374</h1><b><span style=""background-color: hsl(0, 100%, 80%);"">[</span>Tom<span style=""background-color: hsl(0, 100%, 80%);"">]</b> was an experienced security officer",doc_1374
